M,L,MON,LDC_SST_NCEP_CFSv2
3,2.5,0000 1 Apr 1991,27.73685
4,2.5,0000 1 Apr 1991,27.80179
5,2.5,0000 1 Apr 1991,27.96441
6,2.5,0000 1 Apr 1991,27.57533
7,2.5,0000 1 Apr 1991,27.77763
8,2.5,0000 1 Apr 1991,27.54247
9,2.5,0000 1 Apr 1991,27.71181
10,2.5,0000 1 Apr 1991,27.44701
11,2.5,0000 1 Apr 1991,27.91849
12,2.5,0000 1 Apr 1991,28.10797
13,2.5,0000 1 Apr 1991,27.89155
14,2.5,0000 1 Apr 1991,27.75643
15,2.5,0000 1 Apr 1991,28.08356
16,2.5,0000 1 Apr 1991,27.56367
17,2.5,0000 1 Apr 1991,28.18182
18,2.5,0000 1 Apr 1991,27.98228
19,2.5,0000 1 Apr 1991,27.68409
20,2.5,0000 1 Apr 1991,27.63861
21,2.5,0000 1 Apr 1991,27.38316
22,2.5,0000 1 Apr 1991,27.58531
23,2.5,0000 1 Apr 1991,27.7692
24,2.5,0000 1 Apr 1991,27.35512
1,3.5,0000 1 Apr 1991,27.79613
2,3.5,0000 1 Apr 1991,27.0921
3,3.5,0000 1 Apr 1991,27.1344
4,3.5,0000 1 Apr 1991,26.90149
5,3.5,0000 1 Apr 1991,27.16914
6,3.5,0000 1 Apr 1991,26.81906
7,3.5,0000 1 Apr 1991,27.2613
8,3.5,0000 1 Apr 1991,27.03348
9,3.5,0000 1 Apr 1991,27.0425
10,3.5,0000 1 Apr 1991,26.64796
11,3.5,0000 1 Apr 1991,27.4637
12,3.5,0000 1 Apr 1991,27.48666
13,3.5,0000 1 Apr 1991,27.31524
14,3.5,0000 1 Apr 1991,26.94387
15,3.5,0000 1 Apr 1991,27.61107
16,3.5,0000 1 Apr 1991,26.91041
17,3.5,0000 1 Apr 1991,27.87264
18,3.5,0000 1 Apr 1991,27.58216
19,3.5,0000 1 Apr 1991,26.99141
20,3.5,0000 1 Apr 1991,27.14384
21,3.5,0000 1 Apr 1991,26.73585
22,3.5,0000 1 Apr 1991,26.92766
23,3.5,0000 1 Apr 1991,27.03224
24,3.5,0000 1 Apr 1991,26.61477
1,4.5,0000 1 Apr 1991,27.28474
2,4.5,0000 1 Apr 1991,26.57474
3,4.5,0000 1 Apr 1991,26.52703
4,4.5,0000 1 Apr 1991,26.16473
5,4.5,0000 1 Apr 1991,26.39212
6,4.5,0000 1 Apr 1991,25.98095
7,4.5,0000 1 Apr 1991,26.76645
8,4.5,0000 1 Apr 1991,26.6876
9,4.5,0000 1 Apr 1991,26.35088
10,4.5,0000 1 Apr 1991,25.84071
11,4.5,0000 1 Apr 1991,26.79224
12,4.5,0000 1 Apr 1991,26.87873
13,4.5,0000 1 Apr 1991,26.82839
14,4.5,0000 1 Apr 1991,26.28928
15,4.5,0000 1 Apr 1991,27.28203
16,4.5,0000 1 Apr 1991,26.38061
17,4.5,0000 1 Apr 1991,27.64727
18,4.5,0000 1 Apr 1991,27.25698
19,4.5,0000 1 Apr 1991,26.41052
20,4.5,0000 1 Apr 1991,26.80014
21,4.5,0000 1 Apr 1991,26.21233
22,4.5,0000 1 Apr 1991,26.34722
23,4.5,0000 1 Apr 1991,26.37007
24,4.5,0000 1 Apr 1991,26.04034
1,5.5,0000 1 Apr 1991,26.86487
2,5.5,0000 1 Apr 1991,26.29019
3,5.5,0000 1 Apr 1991,26.29987
4,5.5,0000 1 Apr 1991,25.74468
5,5.5,0000 1 Apr 1991,26.14991
6,5.5,0000 1 Apr 1991,25.39967
7,5.5,0000 1 Apr 1991,26.40315
8,5.5,0000 1 Apr 1991,26.51103
9,5.5,0000 1 Apr 1991,26.20733
10,5.5,0000 1 Apr 1991,25.48158
11,5.5,0000 1 Apr 1991,26.25926
12,5.5,0000 1 Apr 1991,26.6347
13,5.5,0000 1 Apr 1991,26.66612
14,5.5,0000 1 Apr 1991,26.01203
15,5.5,0000 1 Apr 1991,27.17311
16,5.5,0000 1 Apr 1991,26.40238
17,5.5,0000 1 Apr 1991,27.47461
18,5.5,0000 1 Apr 1991,27.12534
19,5.5,0000 1 Apr 1991,26.23278
20,5.5,0000 1 Apr 1991,26.73071
21,5.5,0000 1 Apr 1991,26.14541
22,5.5,0000 1 Apr 1991,26.21329
23,5.5,0000 1 Apr 1991,26.07017
24,5.5,0000 1 Apr 1991,25.96106
1,6.5,0000 1 Apr 1991,26.80185
2,6.5,0000 1 Apr 1991,26.38203
3,6.5,0000 1 Apr 1991,26.52031
4,6.5,0000 1 Apr 1991,25.85885
5,6.5,0000 1 Apr 1991,26.58867
6,6.5,0000 1 Apr 1991,25.38988
7,6.5,0000 1 Apr 1991,26.44528
8,6.5,0000 1 Apr 1991,26.54894
9,6.5,0000 1 Apr 1991,26.57544
10,6.5,0000 1 Apr 1991,25.54371
11,6.5,0000 1 Apr 1991,26.23518
12,6.5,0000 1 Apr 1991,26.82893
13,6.5,0000 1 Apr 1991,26.94113
14,6.5,0000 1 Apr 1991,26.22784
15,6.5,0000 1 Apr 1991,27.67005
16,6.5,0000 1 Apr 1991,26.72734
17,6.5,0000 1 Apr 1991,27.45767
18,6.5,0000 1 Apr 1991,27.42761
19,6.5,0000 1 Apr 1991,26.39939
20,6.5,0000 1 Apr 1991,27.03196
21,6.5,0000 1 Apr 1991,26.44565
22,6.5,0000 1 Apr 1991,26.28453
23,6.5,0000 1 Apr 1991,26.31688
24,6.5,0000 1 Apr 1991,26.24479
1,7.5,0000 1 Apr 1991,27.02329
2,7.5,0000 1 Apr 1991,26.63982
3,7.5,0000 1 Apr 1991,26.98048
4,7.5,0000 1 Apr 1991,26.16319
5,7.5,0000 1 Apr 1991,27.24386
6,7.5,0000 1 Apr 1991,25.76347
7,7.5,0000 1 Apr 1991,26.57926
8,7.5,0000 1 Apr 1991,26.78373
9,7.5,0000 1 Apr 1991,27.20541
10,7.5,0000 1 Apr 1991,25.90148
11,7.5,0000 1 Apr 1991,26.45735
12,7.5,0000 1 Apr 1991,27.2854
13,7.5,0000 1 Apr 1991,27.3848
14,7.5,0000 1 Apr 1991,26.66538
15,7.5,0000 1 Apr 1991,28.14468
16,7.5,0000 1 Apr 1991,27.17456
17,7.5,0000 1 Apr 1991,27.61846
18,7.5,0000 1 Apr 1991,27.95264
19,7.5,0000 1 Apr 1991,26.82015
20,7.5,0000 1 Apr 1991,27.57526
21,7.5,0000 1 Apr 1991,26.85256
22,7.5,0000 1 Apr 1991,26.56416
23,7.5,0000 1 Apr 1991,26.78991
24,7.5,0000 1 Apr 1991,26.68533
1,8.5,0000 1 Apr 1991,27.50196
2,8.5,0000 1 Apr 1991,26.88007
3,8.5,0000 1 Apr 1991,27.44675
4,8.5,0000 1 Apr 1991,26.50995
5,8.5,0000 1 Apr 1991,27.76766
6,8.5,0000 1 Apr 1991,26.35211
7,8.5,0000 1 Apr 1991,27.15355
8,8.5,0000 1 Apr 1991,27.41512
9,8.5,0000 1 Apr 1991,27.72063
10,8.5,0000 1 Apr 1991,26.31776
11,8.5,0000 1 Apr 1991,26.81767
12,8.5,0000 1 Apr 1991,27.8317
13,8.5,0000 1 Apr 1991,27.89144
14,8.5,0000 1 Apr 1991,27.30527
15,8.5,0000 1 Apr 1991,28.62948
16,8.5,0000 1 Apr 1991,27.37989
17,8.5,0000 1 Apr 1991,28.00187
18,8.5,0000 1 Apr 1991,28.43091
19,8.5,0000 1 Apr 1991,27.28057
20,8.5,0000 1 Apr 1991,28.06615
21,8.5,0000 1 Apr 1991,27.21656
22,8.5,0000 1 Apr 1991,26.9501
23,8.5,0000 1 Apr 1991,27.3283
24,8.5,0000 1 Apr 1991,27.21079
1,1.5,0000 1 May 1991,27.51942
2,1.5,0000 1 May 1991,27.4738
3,1.5,0000 1 May 1991,27.73488
4,1.5,0000 1 May 1991,27.39442
5,1.5,0000 1 May 1991,27.4122
6,1.5,0000 1 May 1991,27.35414
7,1.5,0000 1 May 1991,27.53821
8,1.5,0000 1 May 1991,27.53632
9,1.5,0000 1 May 1991,27.71431
10,1.5,0000 1 May 1991,27.67264
11,1.5,0000 1 May 1991,27.58019
12,1.5,0000 1 May 1991,27.61005
13,1.5,0000 1 May 1991,27.6496
14,1.5,0000 1 May 1991,27.63725
15,1.5,0000 1 May 1991,27.70615
16,1.5,0000 1 May 1991,27.97435
17,1.5,0000 1 May 1991,27.49906
18,1.5,0000 1 May 1991,27.57667
19,1.5,0000 1 May 1991,27.67582
20,1.5,0000 1 May 1991,27.41553
21,1.5,0000 1 May 1991,27.57277
22,1.5,0000 1 May 1991,27.31867
23,1.5,0000 1 May 1991,27.50375
24,1.5,0000 1 May 1991,27.44577
1,2.5,0000 1 May 1991,26.86838
2,2.5,0000 1 May 1991,26.6513
3,2.5,0000 1 May 1991,27.0415
4,2.5,0000 1 May 1991,26.67972
5,2.5,0000 1 May 1991,26.61729
6,2.5,0000 1 May 1991,26.60567
7,2.5,0000 1 May 1991,26.83651
8,2.5,0000 1 May 1991,26.79836
9,2.5,0000 1 May 1991,27.17205
10,2.5,0000 1 May 1991,27.06655
11,2.5,0000 1 May 1991,26.7844
12,2.5,0000 1 May 1991,26.74331
13,2.5,0000 1 May 1991,26.64163
14,2.5,0000 1 May 1991,26.81305
15,2.5,0000 1 May 1991,26.92
16,2.5,0000 1 May 1991,27.39442
17,2.5,0000 1 May 1991,26.82755
18,2.5,0000 1 May 1991,26.9146
19,2.5,0000 1 May 1991,27.00231
20,2.5,0000 1 May 1991,26.60548
21,2.5,0000 1 May 1991,27.03137
22,2.5,0000 1 May 1991,26.66445
23,2.5,0000 1 May 1991,26.67987
24,2.5,0000 1 May 1991,26.73163
1,3.5,0000 1 May 1991,26.34769
2,3.5,0000 1 May 1991,25.84269
3,3.5,0000 1 May 1991,26.49355
4,3.5,0000 1 May 1991,26.11914
5,3.5,0000 1 May 1991,26.02132
6,3.5,0000 1 May 1991,25.98231
7,3.5,0000 1 May 1991,26.18726
8,3.5,0000 1 May 1991,26.02261
9,3.5,0000 1 May 1991,26.69004
10,3.5,0000 1 May 1991,26.54787
11,3.5,0000 1 May 1991,25.99086
12,3.5,0000 1 May 1991,25.98447
13,3.5,0000 1 May 1991,25.74492
14,3.5,0000 1 May 1991,26.12475
15,3.5,0000 1 May 1991,26.11813
16,3.5,0000 1 May 1991,26.84128
17,3.5,0000 1 May 1991,26.17663
18,3.5,0000 1 May 1991,26.36821
19,3.5,0000 1 May 1991,26.3634
20,3.5,0000 1 May 1991,25.8327
21,3.5,0000 1 May 1991,26.53781
22,3.5,0000 1 May 1991,26.18219
23,3.5,0000 1 May 1991,25.9951
24,3.5,0000 1 May 1991,26.14468
1,4.5,0000 1 May 1991,26.12202
2,4.5,0000 1 May 1991,25.54059
3,4.5,0000 1 May 1991,26.45421
4,4.5,0000 1 May 1991,26.01577
5,4.5,0000 1 May 1991,25.80694
6,4.5,0000 1 May 1991,25.6109
7,4.5,0000 1 May 1991,25.89903
8,4.5,0000 1 May 1991,25.74541
9,4.5,0000 1 May 1991,26.51145
10,4.5,0000 1 May 1991,26.40524
11,4.5,0000 1 May 1991,25.52507
12,4.5,0000 1 May 1991,25.57289
13,4.5,0000 1 May 1991,25.24335
14,4.5,0000 1 May 1991,25.92161
15,4.5,0000 1 May 1991,25.89981
16,4.5,0000 1 May 1991,26.68699
17,4.5,0000 1 May 1991,25.90668
18,4.5,0000 1 May 1991,26.12782
19,4.5,0000 1 May 1991,25.98915
20,4.5,0000 1 May 1991,25.45814
21,4.5,0000 1 May 1991,26.26822
22,4.5,0000 1 May 1991,25.99109
23,4.5,0000 1 May 1991,25.68254
24,4.5,0000 1 May 1991,25.81134
1,5.5,0000 1 May 1991,26.37408
2,5.5,0000 1 May 1991,25.71564
3,5.5,0000 1 May 1991,26.74135
4,5.5,0000 1 May 1991,26.30945
5,5.5,0000 1 May 1991,26.06088
6,5.5,0000 1 May 1991,25.68
7,5.5,0000 1 May 1991,25.91793
8,5.5,0000 1 May 1991,25.92503
9,5.5,0000 1 May 1991,26.67641
10,5.5,0000 1 May 1991,26.59837
11,5.5,0000 1 May 1991,25.68603
12,5.5,0000 1 May 1991,25.77725
13,5.5,0000 1 May 1991,25.39951
14,5.5,0000 1 May 1991,26.00726
15,5.5,0000 1 May 1991,26.05088
16,5.5,0000 1 May 1991,26.81732
17,5.5,0000 1 May 1991,25.99912
18,5.5,0000 1 May 1991,26.18893
19,5.5,0000 1 May 1991,26.06754
20,5.5,0000 1 May 1991,25.47426
21,5.5,0000 1 May 1991,26.31503
22,5.5,0000 1 May 1991,26.02181
23,5.5,0000 1 May 1991,25.9508
24,5.5,0000 1 May 1991,25.91935
1,6.5,0000 1 May 1991,26.93667
2,6.5,0000 1 May 1991,26.2612
3,6.5,0000 1 May 1991,27.30919
4,6.5,0000 1 May 1991,26.84133
5,6.5,0000 1 May 1991,26.46623
6,6.5,0000 1 May 1991,26.18274
7,6.5,0000 1 May 1991,26.2443
8,6.5,0000 1 May 1991,26.51347
9,6.5,0000 1 May 1991,27.07527
10,6.5,0000 1 May 1991,27.01226
11,6.5,0000 1 May 1991,26.0679
12,6.5,0000 1 May 1991,26.1853
13,6.5,0000 1 May 1991,25.78751
14,6.5,0000 1 May 1991,26.3272
15,6.5,0000 1 May 1991,26.4293
16,6.5,0000 1 May 1991,27.09901
17,6.5,0000 1 May 1991,26.39576
18,6.5,0000 1 May 1991,26.41288
19,6.5,0000 1 May 1991,26.33925
20,6.5,0000 1 May 1991,25.91631
21,6.5,0000 1 May 1991,26.62271
22,6.5,0000 1 May 1991,26.26613
23,6.5,0000 1 May 1991,26.385
24,6.5,0000 1 May 1991,26.33289
1,7.5,0000 1 May 1991,27.59666
2,7.5,0000 1 May 1991,26.80999
3,7.5,0000 1 May 1991,27.88817
4,7.5,0000 1 May 1991,27.41995
5,7.5,0000 1 May 1991,26.90687
6,7.5,0000 1 May 1991,26.77056
7,7.5,0000 1 May 1991,26.61813
8,7.5,0000 1 May 1991,27.20415
9,7.5,0000 1 May 1991,27.50372
10,7.5,0000 1 May 1991,27.4093
11,7.5,0000 1 May 1991,26.58123
12,7.5,0000 1 May 1991,26.59559
13,7.5,0000 1 May 1991,26.20158
14,7.5,0000 1 May 1991,26.83946
15,7.5,0000 1 May 1991,26.87697
16,7.5,0000 1 May 1991,27.36901
17,7.5,0000 1 May 1991,26.71281
18,7.5,0000 1 May 1991,26.83613
19,7.5,0000 1 May 1991,26.7365
20,7.5,0000 1 May 1991,26.57224
21,7.5,0000 1 May 1991,27.04555
22,7.5,0000 1 May 1991,26.70602
23,7.5,0000 1 May 1991,26.81135
24,7.5,0000 1 May 1991,27.02469
1,8.5,0000 1 May 1991,28.00465
2,8.5,0000 1 May 1991,27.16936
3,8.5,0000 1 May 1991,28.23212
4,8.5,0000 1 May 1991,27.91128
5,8.5,0000 1 May 1991,27.27858
6,8.5,0000 1 May 1991,27.07737
7,8.5,0000 1 May 1991,26.79858
8,8.5,0000 1 May 1991,27.67782
9,8.5,0000 1 May 1991,27.88054
10,8.5,0000 1 May 1991,27.69707
11,8.5,0000 1 May 1991,26.84852
12,8.5,0000 1 May 1991,26.82438
13,8.5,0000 1 May 1991,26.56369
14,8.5,0000 1 May 1991,27.21093
15,8.5,0000 1 May 1991,27.17226
16,8.5,0000 1 May 1991,27.64073
17,8.5,0000 1 May 1991,27.01737
18,8.5,0000 1 May 1991,27.27802
19,8.5,0000 1 May 1991,27.22604
20,8.5,0000 1 May 1991,27.27881
21,8.5,0000 1 May 1991,27.27932
22,8.5,0000 1 May 1991,27.12654
23,8.5,0000 1 May 1991,27.09518
24,8.5,0000 1 May 1991,27.38029
1,1.5,0000 1 Jun 1991,26.9522
2,1.5,0000 1 Jun 1991,26.82314
3,1.5,0000 1 Jun 1991,26.82692
4,1.5,0000 1 Jun 1991,27.09949
5,1.5,0000 1 Jun 1991,27.00141
6,1.5,0000 1 Jun 1991,26.8534
7,1.5,0000 1 Jun 1991,27.11498
8,1.5,0000 1 Jun 1991,26.83269
9,1.5,0000 1 Jun 1991,27.07728
10,1.5,0000 1 Jun 1991,26.83974
11,1.5,0000 1 Jun 1991,27.14839
12,1.5,0000 1 Jun 1991,27.25053
13,1.5,0000 1 Jun 1991,27.14847
14,1.5,0000 1 Jun 1991,26.94536
15,1.5,0000 1 Jun 1991,26.79731
16,1.5,0000 1 Jun 1991,26.8782
17,1.5,0000 1 Jun 1991,27.2208
18,1.5,0000 1 Jun 1991,27.1904
19,1.5,0000 1 Jun 1991,27.08284
20,1.5,0000 1 Jun 1991,27.21582
21,1.5,0000 1 Jun 1991,27.15593
22,1.5,0000 1 Jun 1991,27.03228
23,1.5,0000 1 Jun 1991,27.06559
24,1.5,0000 1 Jun 1991,27.07145
1,2.5,0000 1 Jun 1991,26.35814
2,2.5,0000 1 Jun 1991,26.0331
3,2.5,0000 1 Jun 1991,26.10671
4,2.5,0000 1 Jun 1991,26.5564
5,2.5,0000 1 Jun 1991,26.29188
6,2.5,0000 1 Jun 1991,25.99979
7,2.5,0000 1 Jun 1991,26.56858
8,2.5,0000 1 Jun 1991,26.02269
9,2.5,0000 1 Jun 1991,26.60607
10,2.5,0000 1 Jun 1991,26.15354
11,2.5,0000 1 Jun 1991,26.59376
12,2.5,0000 1 Jun 1991,26.58164
13,2.5,0000 1 Jun 1991,26.48912
14,2.5,0000 1 Jun 1991,26.35839
15,2.5,0000 1 Jun 1991,26.16348
16,2.5,0000 1 Jun 1991,26.27391
17,2.5,0000 1 Jun 1991,26.51064
18,2.5,0000 1 Jun 1991,26.52502
19,2.5,0000 1 Jun 1991,26.49642
20,2.5,0000 1 Jun 1991,26.72278
21,2.5,0000 1 Jun 1991,26.24949
22,2.5,0000 1 Jun 1991,26.26413
23,2.5,0000 1 Jun 1991,26.27291
24,2.5,0000 1 Jun 1991,26.35696
1,3.5,0000 1 Jun 1991,26.04273
2,3.5,0000 1 Jun 1991,25.64762
3,3.5,0000 1 Jun 1991,25.69443
4,3.5,0000 1 Jun 1991,26.37754
5,3.5,0000 1 Jun 1991,25.99482
6,3.5,0000 1 Jun 1991,25.47311
7,3.5,0000 1 Jun 1991,26.34206
8,3.5,0000 1 Jun 1991,25.5522
9,3.5,0000 1 Jun 1991,26.46736
10,3.5,0000 1 Jun 1991,25.91111
11,3.5,0000 1 Jun 1991,26.40901
12,3.5,0000 1 Jun 1991,26.28705
13,3.5,0000 1 Jun 1991,25.90297
14,3.5,0000 1 Jun 1991,26.01365
15,3.5,0000 1 Jun 1991,25.80089
16,3.5,0000 1 Jun 1991,26.05599
17,3.5,0000 1 Jun 1991,26.15316
18,3.5,0000 1 Jun 1991,26.18553
19,3.5,0000 1 Jun 1991,26.37543
20,3.5,0000 1 Jun 1991,26.56565
21,3.5,0000 1 Jun 1991,25.76653
22,3.5,0000 1 Jun 1991,25.71149
23,3.5,0000 1 Jun 1991,25.8841
24,3.5,0000 1 Jun 1991,25.87219
1,4.5,0000 1 Jun 1991,26.2163
2,4.5,0000 1 Jun 1991,25.68076
3,4.5,0000 1 Jun 1991,25.67729
4,4.5,0000 1 Jun 1991,26.52442
5,4.5,0000 1 Jun 1991,26.09559
6,4.5,0000 1 Jun 1991,25.60347
7,4.5,0000 1 Jun 1991,26.38954
8,4.5,0000 1 Jun 1991,25.58122
9,4.5,0000 1 Jun 1991,26.57808
10,4.5,0000 1 Jun 1991,26.25359
11,4.5,0000 1 Jun 1991,26.69147
12,4.5,0000 1 Jun 1991,26.42126
13,4.5,0000 1 Jun 1991,25.56193
14,4.5,0000 1 Jun 1991,26.11956
15,4.5,0000 1 Jun 1991,25.90353
16,4.5,0000 1 Jun 1991,26.31849
17,4.5,0000 1 Jun 1991,26.17998
18,4.5,0000 1 Jun 1991,26.26031
19,4.5,0000 1 Jun 1991,26.58192
20,4.5,0000 1 Jun 1991,26.93868
21,4.5,0000 1 Jun 1991,25.88975
22,4.5,0000 1 Jun 1991,25.59567
23,4.5,0000 1 Jun 1991,25.96355
24,4.5,0000 1 Jun 1991,25.66795
1,5.5,0000 1 Jun 1991,26.58191
2,5.5,0000 1 Jun 1991,26.10626
3,5.5,0000 1 Jun 1991,26.02393
4,5.5,0000 1 Jun 1991,26.84576
5,5.5,0000 1 Jun 1991,26.57162
6,5.5,0000 1 Jun 1991,26.05768
7,5.5,0000 1 Jun 1991,26.7163
8,5.5,0000 1 Jun 1991,25.95079
9,5.5,0000 1 Jun 1991,26.97955
10,5.5,0000 1 Jun 1991,26.90981
11,5.5,0000 1 Jun 1991,27.17041
12,5.5,0000 1 Jun 1991,26.91656
13,5.5,0000 1 Jun 1991,25.79196
14,5.5,0000 1 Jun 1991,26.39153
15,5.5,0000 1 Jun 1991,26.47733
16,5.5,0000 1 Jun 1991,26.83416
17,5.5,0000 1 Jun 1991,26.5014
18,5.5,0000 1 Jun 1991,26.76342
19,5.5,0000 1 Jun 1991,27.08969
20,5.5,0000 1 Jun 1991,27.51554
21,5.5,0000 1 Jun 1991,26.50698
22,5.5,0000 1 Jun 1991,25.7304
23,5.5,0000 1 Jun 1991,26.31571
24,5.5,0000 1 Jun 1991,25.93918
1,6.5,0000 1 Jun 1991,27.1038
2,6.5,0000 1 Jun 1991,26.62875
3,6.5,0000 1 Jun 1991,26.64883
4,6.5,0000 1 Jun 1991,27.28594
5,6.5,0000 1 Jun 1991,27.10952
6,6.5,0000 1 Jun 1991,26.76425
7,6.5,0000 1 Jun 1991,27.15173
8,6.5,0000 1 Jun 1991,26.51516
9,6.5,0000 1 Jun 1991,27.51272
10,6.5,0000 1 Jun 1991,27.68705
11,6.5,0000 1 Jun 1991,27.59945
12,6.5,0000 1 Jun 1991,27.41601
13,6.5,0000 1 Jun 1991,26.36417
14,6.5,0000 1 Jun 1991,26.79821
15,6.5,0000 1 Jun 1991,27.19254
16,6.5,0000 1 Jun 1991,27.37876
17,6.5,0000 1 Jun 1991,26.90895
18,6.5,0000 1 Jun 1991,27.39678
19,6.5,0000 1 Jun 1991,27.68618
20,6.5,0000 1 Jun 1991,27.91595
21,6.5,0000 1 Jun 1991,27.13059
22,6.5,0000 1 Jun 1991,26.00918
23,6.5,0000 1 Jun 1991,26.67373
24,6.5,0000 1 Jun 1991,26.41837
1,7.5,0000 1 Jun 1991,27.38325
2,7.5,0000 1 Jun 1991,27.14044
3,7.5,0000 1 Jun 1991,27.29547
4,7.5,0000 1 Jun 1991,27.7455
5,7.5,0000 1 Jun 1991,27.54297
6,7.5,0000 1 Jun 1991,27.21429
7,7.5,0000 1 Jun 1991,27.47405
8,7.5,0000 1 Jun 1991,26.881
9,7.5,0000 1 Jun 1991,27.94606
10,7.5,0000 1 Jun 1991,28.08785
11,7.5,0000 1 Jun 1991,27.80259
12,7.5,0000 1 Jun 1991,27.83203
13,7.5,0000 1 Jun 1991,26.7971
14,7.5,0000 1 Jun 1991,26.99907
15,7.5,0000 1 Jun 1991,27.51489
16,7.5,0000 1 Jun 1991,27.83344
17,7.5,0000 1 Jun 1991,27.11539
18,7.5,0000 1 Jun 1991,27.84233
19,7.5,0000 1 Jun 1991,28.13469
20,7.5,0000 1 Jun 1991,28.18918
21,7.5,0000 1 Jun 1991,27.43393
22,7.5,0000 1 Jun 1991,26.38953
23,7.5,0000 1 Jun 1991,27.04221
24,7.5,0000 1 Jun 1991,27.0422
1,8.5,0000 1 Jun 1991,27.57755
2,8.5,0000 1 Jun 1991,27.40991
3,8.5,0000 1 Jun 1991,27.48933
4,8.5,0000 1 Jun 1991,28.05742
5,8.5,0000 1 Jun 1991,27.68872
6,8.5,0000 1 Jun 1991,27.33829
7,8.5,0000 1 Jun 1991,27.66273
8,8.5,0000 1 Jun 1991,27.08059
9,8.5,0000 1 Jun 1991,28.03564
10,8.5,0000 1 Jun 1991,28.2318
11,8.5,0000 1 Jun 1991,27.75902
12,8.5,0000 1 Jun 1991,28.17682
13,8.5,0000 1 Jun 1991,27.04088
14,8.5,0000 1 Jun 1991,27.10075
15,8.5,0000 1 Jun 1991,27.48427
16,8.5,0000 1 Jun 1991,28.11571
17,8.5,0000 1 Jun 1991,27.20143
18,8.5,0000 1 Jun 1991,28.02011
19,8.5,0000 1 Jun 1991,28.2863
20,8.5,0000 1 Jun 1991,28.26193
21,8.5,0000 1 Jun 1991,27.58513
22,8.5,0000 1 Jun 1991,26.88004
23,8.5,0000 1 Jun 1991,27.41495
24,8.5,0000 1 Jun 1991,27.31778
1,1.5,0000 1 Jul 1991,26.40129
2,1.5,0000 1 Jul 1991,26.59931
3,1.5,0000 1 Jul 1991,26.2475
4,1.5,0000 1 Jul 1991,26.40547
5,1.5,0000 1 Jul 1991,26.0952
6,1.5,0000 1 Jul 1991,26.22777
7,1.5,0000 1 Jul 1991,26.30353
8,1.5,0000 1 Jul 1991,26.29357
9,1.5,0000 1 Jul 1991,25.85885
10,1.5,0000 1 Jul 1991,26.22108
11,1.5,0000 1 Jul 1991,26.373
12,1.5,0000 1 Jul 1991,26.18354
13,1.5,0000 1 Jul 1991,26.31033
14,1.5,0000 1 Jul 1991,26.2695
15,1.5,0000 1 Jul 1991,26.6279
16,1.5,0000 1 Jul 1991,26.20341
17,1.5,0000 1 Jul 1991,27.11807
18,1.5,0000 1 Jul 1991,26.77515
19,1.5,0000 1 Jul 1991,27.11811
20,1.5,0000 1 Jul 1991,26.98343
21,1.5,0000 1 Jul 1991,26.80178
22,1.5,0000 1 Jul 1991,26.61832
23,1.5,0000 1 Jul 1991,26.9127
24,1.5,0000 1 Jul 1991,26.9086
1,2.5,0000 1 Jul 1991,26.16414
2,2.5,0000 1 Jul 1991,26.18899
3,2.5,0000 1 Jul 1991,25.96966
4,2.5,0000 1 Jul 1991,26.13449
5,2.5,0000 1 Jul 1991,25.84265
6,2.5,0000 1 Jul 1991,25.90268
7,2.5,0000 1 Jul 1991,25.64811
8,2.5,0000 1 Jul 1991,25.77264
9,2.5,0000 1 Jul 1991,25.1876
10,2.5,0000 1 Jul 1991,25.54064
11,2.5,0000 1 Jul 1991,25.78952
12,2.5,0000 1 Jul 1991,25.32065
13,2.5,0000 1 Jul 1991,25.81977
14,2.5,0000 1 Jul 1991,25.68326
15,2.5,0000 1 Jul 1991,26.17025
16,2.5,0000 1 Jul 1991,25.51017
17,2.5,0000 1 Jul 1991,26.77464
18,2.5,0000 1 Jul 1991,26.21726
19,2.5,0000 1 Jul 1991,26.74241
20,2.5,0000 1 Jul 1991,26.42754
21,2.5,0000 1 Jul 1991,26.25526
22,2.5,0000 1 Jul 1991,25.91396
23,2.5,0000 1 Jul 1991,26.48738
24,2.5,0000 1 Jul 1991,26.46371
1,3.5,0000 1 Jul 1991,26.27457
2,3.5,0000 1 Jul 1991,26.20456
3,3.5,0000 1 Jul 1991,26.36479
4,3.5,0000 1 Jul 1991,26.31164
5,3.5,0000 1 Jul 1991,26.16083
6,3.5,0000 1 Jul 1991,26.26643
7,3.5,0000 1 Jul 1991,25.47447
8,3.5,0000 1 Jul 1991,25.94353
9,3.5,0000 1 Jul 1991,25.30048
10,3.5,0000 1 Jul 1991,25.602
11,3.5,0000 1 Jul 1991,25.86265
12,3.5,0000 1 Jul 1991,25.18474
13,3.5,0000 1 Jul 1991,25.94617
14,3.5,0000 1 Jul 1991,25.72451
15,3.5,0000 1 Jul 1991,26.00583
16,3.5,0000 1 Jul 1991,25.45318
17,3.5,0000 1 Jul 1991,26.89408
18,3.5,0000 1 Jul 1991,26.28196
19,3.5,0000 1 Jul 1991,26.84996
20,3.5,0000 1 Jul 1991,26.37232
21,3.5,0000 1 Jul 1991,26.31358
22,3.5,0000 1 Jul 1991,25.63881
23,3.5,0000 1 Jul 1991,26.46185
24,3.5,0000 1 Jul 1991,26.39102
1,4.5,0000 1 Jul 1991,26.54883
2,4.5,0000 1 Jul 1991,26.61064
